Ano,Estado,emp,sit,setor,esp,dep,PL,lucros,gov_ca,gov_cf,gov_aud, maior_rem ,plr_rva,qde_empregados,desp_investimento,desp_pessoal,Dividendos,Subvenção,Subvenção (anterior),Reforço de Capital,Reforço de Capital (anterior),capital,link,indicio_dependencia,Nome_estado,REGIAO,gov,result_NA,Resultado para o Estado Acionista
2023,MG,BANCO DE DESENVOLVIMENTO DE MINAS GERAIS SA  BDMG,ATIVA,FINANCEIRO,EMPRESA PÚBLICA,Não Dependente,2184240907.83,141812387.05,SIM,SIM,SIM," R$ 580,836.53 ",Sim,491,15064208.24,130216208.80,79312318.89,0.00,0.00,107222567.25,0.00,2199586881.83,https://www.bdmg.mg.gov.br/wp-content/uploads/2023/05/230303_Carta_Anual_Politicas_Publicas_e_Gov_Corporativa_BDMG_2022.pdf,não,Minas Gerais,Sudeste,TRUE,FALSE,-27910248.36
2023,MG,COMPANHIA ENERGÉTICA DE MINAS GERAIS  CEMIG ,ATIVA,ENERGIA,SOCIEDADE DE ECONOMIA MISTA,Não Dependente,21777356000.00,4092313000.00,SIM,SIM,SIM," R$ 1,267,797.31 ",Sim,57,1420255000.00,40492000.00,376925680.20,0.00,0.00,0.00,0.00,1875241935.00,https://www.cemig.com.br/wp-content/uploads/2022/05/carta-anual-de-politicas-publicas-e-governanca-corporativa-2021.pdf,não,Minas Gerais,Sudeste,TRUE,FALSE,376925680.21
2023,MG,CEMIG DISTRIBUIÇÃO SA  CEMIG D,ATIVA,ENERGIA,SOCIEDADE DE ECONOMIA MISTA,Não Dependente,7105260000.00,443475000.00,SIM,SIM,SIM," R$ 900,634.85 ",Sim,20530,2530167000.00,1075786000.00,0.00,0.00,0.00,0.00,0.00,0.00,https://www.cemig.com.br/wp-content/uploads/2022/05/carta-anual-de-politicas-publicas-e-governanca-corporativa-2021.pdf,não,Minas Gerais,Sudeste,TRUE,FALSE,0.00
2023,MG,CEMIG GERAÇÃO E TRANSMISSÃO SA  CEMIG GT,ATIVA,ENERGIA,SOCIEDADE DE ECONOMIA MISTA,Não Dependente,8892810000.00,2085456000.00,SIM,SIM,SIM," R$ 1,121,917.62 ",Sim,2355,57449000.00,326365000.00,0.00,0.00,0.00,0.00,0.00,0.00,https://www.cemig.com.br/wp-content/uploads/2022/05/carta-anual-de-politicas-publicas-e-governanca-corporativa-2021.pdf,não,Minas Gerais,Sudeste,TRUE,FALSE,0.00
2023,MG,COMPANHIA DE GÁS DE MINAS GERAIS  GASMIG,ATIVA,GÁS E DERIVADOS,SOCIEDADE DE ECONOMIA MISTA,Não Dependente,1324974000.00,477739000.00,SIM,SIM,SIM," R$ 1,123,649.56 ",Sim,306,63376000.00,66403000.00,0.00,0.00,0.00,0.00,0.00,0.00,http://www.gasmig.com.br/Institucional/SiteAssets/Paginas/DivulgacoesResultados/00_Relatorio_Anual_2022_Completo_OTempo.pdf,não,Minas Gerais,Sudeste,TRUE,FALSE,0.00
2023,MG,COMPANHIA DE DESENVOLVIMENTO DE MINAS GERAIS  CODEMGE,ATIVA,DESENVOLVIMENTO REGIONAL,EMPRESA PÚBLICA,Não Dependente,1836069333.07,821920090.16,SIM,SIM,SIM," R$ 894,699.03 ",Não,424,6474475.31,67059059.11,457086705.80,0.00,0.00,0.00,0.00,574392847.03,http://www.codemge.com.br/a-codemge/governanca/,não,Minas Gerais,Sudeste,TRUE,FALSE,457086705.78
2023,MG,COMPANHIA DE DESENVOLVIMENTO ECONÔMICO DE MINAS GERAIS  CODEMIG,ATIVA,DESENVOLVIMENTO REGIONAL,SOCIEDADE DE ECONOMIA MISTA,Não Dependente,635135865.97,1465984715.53,SIM,SIM,SIM, R$ -   ,Não,0,0.00,3814599.05,617078791.80,0.00,0.00,0.00,0.00,5028066.57,http://www.codemig.com.br/a-codemig/governanca/,não,Minas Gerais,Sudeste,TRUE,FALSE,617078791.77
2023,MG,COMPANHIA DE HABITAÇÃO DO ESTADO DE MINAS GERAIS  COHAB MINAS,ATIVA,HABITAÇÃO E URBANIZAÇÃO,SOCIEDADE DE ECONOMIA MISTA,Não Dependente,-221292317.06,-101139019.99,SIM,SIM,NÃO," R$ 406,755.70 ",Não,233,0.00,34507146.90,0.00,0.00,0.00,20798360.00,7000000.00,85753000.00,http://www.cohab.mg.gov.br/carta-anual-de-politicas-publicas-e-governanca-corporativa/,não,Minas Gerais,Sudeste,FALSE,FALSE,-20798360.00
2023,MG,COPASA SERVIÇOS DE SANEAMENTO INTEGRADO DO NORTE E NORDESTE DE MINAS GERAIS SA  COPANOR,ATIVA,SANEAMENTO,SOCIEDADE DE ECONOMIA MISTA,Não Dependente,245197535.34,-11162768.39,NÃO,SIM,NÃO," R$ 71,106.27 ",Não,479,32477527.75,21190546.24,0.00,0.00,0.00,0.00,0.00,0.00,https://api.mziq.com/mzfilemanager/v2/d/8bdb3906-0618-4e78-bbe3-a0be9f02d8cc/618977fd-d77d-d068-5938-5c9ec86e462c?origin=2,não,Minas Gerais,Sudeste,FALSE,FALSE,0.00
2023,MG,COMPANHIA DE SANEAMENTO DE MINAS GERAIS  COPASA MG,ATIVA,SANEAMENTO,SOCIEDADE DE ECONOMIA MISTA,Não Dependente,7254514730.84,843362415.34,SIM,SIM,SIM," R$ 699,287.91 ",Sim,10185,1150756474.00,1548621347.00,73070006.78,0.00,0.00,0.00,0.00,1702282360.16,https://api.mziq.com/mzfilemanager/v2/d/8bdb3906-0618-4e78-bbe3-a0be9f02d8cc/618977fd-d77d-d068-5938-5c9ec86e462c?origin=2,não,Minas Gerais,Sudeste,TRUE,FALSE,73070006.78
2023,MG,EMPRESA DE ASSISTÊNCIA TÉCNICA E EXTENSAO RURAL DO ESTADO DE MINAS GERAIS  EMATERMG,ATIVA,PESQUISA E ASSISTÊNCIA TÉCNICA AGROPECUÁRIA,EMPRESA PÚBLICA,Dependente,87309892.03,22725345.62,SIM,SIM,NÃO," R$ 395,418.88 ",Não,1806,33185644.63,300168579.40,0.00,211265546.30,209963339.30,0.00,0.00,48591258.98,https://www.emater.mg.gov.br/download.do?id=21591,não,Minas Gerais,Sudeste,FALSE,FALSE,-211265546.31
2023,MG,EMPRESA MINEIRA DE COMUNICAÇÃO LTDA  EMC,ATIVA,COMUNICAÇÃO,EMPRESA PÚBLICA,Dependente,33373281.36,-179015.16,SIM,SIM,NÃO," R$ 161,723.93 ",Não,156,0.00,13529101.21,0.00,15904608.84,9884814.10,0.00,0.00,9124916.25,http://emc.mg.gov.br/institucional/wp-content/uploads/2022/07/cartaGovernanca2021.pdf,não,Minas Gerais,Sudeste,FALSE,FALSE,-15904608.84
2023,MG,EMPRESA DE PESQUISA AGROPECUÁRIA DE MINAS GERAIS  EPAMIG,ATIVA,PESQUISA E ASSISTÊNCIA TÉCNICA AGROPECUÁRIA,EMPRESA PÚBLICA,Dependente,57094561.70,35723327.12,SIM,SIM,NÃO," R$ 326,761.45 ",Não,773,4333338.44,88431617.48,0.00,106802438.30,88983305.71,0.00,0.00,31596840.00,https://www.epamig.br/institucional/carta-de-governanca-e-politicas-publicas-epamig/,não,Minas Gerais,Sudeste,FALSE,FALSE,-106802438.30
2023,MG,MINAS GERAIS PARTICIPAÇÕES SA  MGI,ATIVA,GESTÃO DE ATIVOS,SOCIEDADE DE ECONOMIA MISTA,Não Dependente,920855916.65,127733850.54,SIM,SIM,SIM," R$ 388,148.50 ",Não,82,0.00,11760944.63,0.00,0.00,0.00,107462018.78,39741090.96,1332454648.58,https://www.mgipart.com.br/public/files/files/Governanca/Politicas-publicas-regulamentos/Carta_Anual_de_Politicas_publicas_e_Governanca_2022_Ano_base_2021.pdf,não,Minas Gerais,Sudeste,TRUE,FALSE,-107462018.78
2023,MG,MINAS GERAIS ADMINISTRAÇÃO E SERVIÇOS SA  MGS,ATIVA,OUTROS,EMPRESA PÚBLICA,Não Dependente,180129796.75,60437015.66,SIM,SIM,SIM," R$ 445,246.03 ",Sim,28109,1823196.76,63921216.35,16543464.97,0.00,0.00,0.00,0.00,91396104.12,https://www.mgs.srv.br/detalhe-da-materia/info/cartas-anuais/16767,não,Minas Gerais,Sudeste,TRUE,FALSE,16543464.97
2023,MG,TREM METROPOLITANO DE BELO HORIZONTE SA  METROMINAS,ATIVA,TRANSPORTE,EMPRESA PÚBLICA,Não Dependente,41671.00,-57628.00,SIM,SIM,NÃO, R$ -   ,Não,0,0.00,38001.00,0.00,0.00,0.00,0.00,210000.00,2365310.00,http://www.infraestrutura.mg.gov.br/images/documentos/metrominas/publicacoes-anuais/2022/Carta-Anual-de-Governanca-Corporativa.pdf,não,Minas Gerais,Sudeste,FALSE,FALSE,0.00
2023,MG,COMPANHIA DE TECNOLOGIA DA INFORMAÇÃO DO ESTADO DE MINAS GERAIS  PRODEMGE,ATIVA,INFORMÁTICA E TECNOLOGIA DA INFORMAÇÃO,SOCIEDADE DE ECONOMIA MISTA,Não Dependente,134208337.48,40951372.01,SIM,SIM,SIM," R$ 397,275.66 ",Sim,1052,11980984.11,173674985.80,12223688.35,0.00,0.00,0.00,0.00,96481395.00,https://www.prodemge.gov.br/governanca/carta-anual,não,Minas Gerais,Sudeste,TRUE,FALSE,12223688.35
2023,MS,EMPRESA DE SERVIÇOS AGROPECUÁRIOS DE MS  AGROSUL,EM LIQUIDAÇÃO,PESQUISA E ASSISTÊNCIA TÉCNICA AGROPECUÁRIA,EMPRESA PÚBLICA,Dependente,-1010805940.40,-80319048.64,NÃO,SIM,NÃO, R$ -   ,Não,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13803453.68,,não,Mato Grosso do Sul,Centro-oeste,FALSE,FALSE,0.00
2023,MS,EMPRESA DE GESTÃO DE RECURSOS MINERAIS  MS MINERAL,ATIVA,MINERAÇÃO,EMPRESA PÚBLICA,Dependente,1166361.15,-34568.97,SIM,SIM,SIM, R$ -   ,Não,0,0.00,0.00,0.00,0.00,23876.00,0.00,0.00,3426643.64,,não,Mato Grosso do Sul,Centro-oeste,TRUE,FALSE,0.00
2023,MS,EMPRESA DE SANEAMENTO DE MATO GROSSO DO SUL SA  SANESUL,ATIVA,SANEAMENTO,SOCIEDADE DE ECONOMIA MISTA,Não Dependente,1076962984.31,87872417.28,SIM,SIM,SIM," R$ 465,066.42 ",Sim,1348,250530117.80,181005726.00,0.00,0.00,0.00,106864547.69,47318599.62,816609453.89,https://www.sanesul.ms.gov.br/Content/upload/Carta-Anual-de-Politicas-e-Governanca-Corporativa-2021.pdf,não,Mato Grosso do Sul,Centro-oeste,TRUE,FALSE,-106864547.69
2023,MS,CENTRAIS DE ABASTECIMENTO DE MATO GROSSO DO SUL SA  CEASAMS,ATIVA,ABASTECIMENTO DE ALIMENTOS E OUTROS INSUMOS,SOCIEDADE DE ECONOMIA MISTA,Não Dependente,1503474.41,479406.28,SIM,SIM,NÃO," R$ 65,794.73 ",Não,50,34858.86,1992857.35,0.00,0.00,0.00,0.00,0.00,593931.00,,não,Mato Grosso do Sul,Centro-oeste,FALSE,FALSE,0.00
2023,MS,LOTESUL  LOTERIAL ESTADUAL DE MS,ATIVA,OUTROS,EMPRESA PÚBLICA,Não Dependente,0.00,0.00,NÃO,NÃO,NÃO, R$ -   ,Não,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,não,Mato Grosso do Sul,Centro-oeste,FALSE,FALSE,0.00
2023,MS,COMPANHIA DE GAS DO ESTADO DE MATO GROSSO DO SUL,ATIVA,GÁS E DERIVADOS,SOCIEDADE DE ECONOMIA MISTA,Não Dependente,171125961.16,63729894.95,SIM,SIM,SIM," R$ 33,756.29 ",Sim,86,17411308.99,24222066.16,15788298.51,0.00,0.00,0.00,0.00,31421100.00,,não,Mato Grosso do Sul,Centro-oeste,TRUE,FALSE,15788298.51
2023,MT,COMPANHIA MATOGROSSENSE DE GÁS  MT GÁS,ATIVA,GÁS E DERIVADOS,SOCIEDADE DE ECONOMIA MISTA,Dependente,11911978.00,-2806223.00,SIM,SIM,NÃO," R$ 1,733,373.13 ",Não,19,0.00,3856955.00,0.00,2584834.95,0.00,0.00,0.00,8500007.00,,não,Mato Grosso,Centro-oeste,FALSE,FALSE,-2584834.95
2023,MT,AGÊNCIA DE FOMENTO DO ESTADO DE MATO GROSSO S A  DESENVOLVE  MT,ATIVA,FINANCEIRO,SOCIEDADE DE ECONOMIA MISTA,Não Dependente,132871678.50,1427644.00,SIM,SIM,NÃO," R$ 292,242.60 ",Não,94,25000.00,13001000.00,0.00,0.00,0.00,78580936.79,109000000.00,210141484.70,,não,Mato Grosso,Centro-oeste,FALSE,FALSE,-78580936.79
2023,MT,EMPRESA MATOGROSSENSE DE PESQUISA ASSISTÊNCIA E EXTENSÃO RURAL  EMPAER MT,ATIVA,PESQUISA E ASSISTÊNCIA TÉCNICA AGROPECUÁRIA,EMPRESA PÚBLICA,Dependente,42178473.55,31411439.48,SIM,SIM,NÃO," R$ 375,380.47 ",Não,407,0.00,153608130.70,0.00,173470540.60,146013517.40,0.00,0.00,34889260.76,,não,Mato Grosso,Centro-oeste,FALSE,FALSE,-173470540.56
2023,MT,COMPANHIA MATOGROSSENSSE DE MINERAÇÃO  METAMAT,ATIVA,MINERAÇÃO,SOCIEDADE DE ECONOMIA MISTA,Dependente,61171276.00,-3964640.00,SIM,SIM,SIM," R$ 365,127.84 ",Não,82,12092968.83,26064513.00,0.00,33645508.88,27312642.08,0.00,0.00,61171276.00,,não,Mato Grosso,Centro-oeste,TRUE,FALSE,-33645508.88
2023,MT,MT PARTICIPAÇÕES E PROJETOS SA MT PAR,ATIVA,GESTÃO DE ATIVOS,SOCIEDADE DE ECONOMIA MISTA,Dependente,46058817.82,104363.32,SIM,SIM,NÃO," R$ 354,000.00 ",Não,68,145497230.40,8580350.19,0.00,254929724.70,207825928.40,5000000.00,0.00,41200751.25,,não,Mato Grosso,Centro-oeste,FALSE,FALSE,-259929724.73
2023,MT,EMPRESA MATOGROSSENSE DE TECNOLOGIA DA INFORMAÇÃO  MTI,ATIVA,INFORMÁTICA E TECNOLOGIA DA INFORMAÇÃO,EMPRESA PÚBLICA,Dependente,59492772.71,-6591031.31,SIM,SIM,NÃO," R$ 381,457.57 ",Não,348,0.00,116118954.50,0.00,75387875.50,69553088.76,30719710.30,27000000.00,86600149.03,https://www.mti.mt.gov.br/documents/2458894/0/Carta%20Anual%202023.pdf/7a59b0ac-4741-f57d-9848-51ad10b20d86,não,Mato Grosso,Centro-oeste,FALSE,FALSE,-106107585.80
2023,MT,COMPANHIA DE SANEAMENTO DO ESTADO DE MATO GROSSO  SANEMAT,EM LIQUIDAÇÃO,SANEAMENTO,SOCIEDADE DE ECONOMIA MISTA,Dependente,-62175735.00,5235898.00,SIM,SIM,NÃO," R$ 210,600.99 ",Não,8,0.00,2107367.72,0.00,22451408.28,21576085.76,0.00,0.00,0.00,,não,Mato Grosso,Centro-oeste,FALSE,FALSE,-22451408.28
2023,MA,Maranhão Parcerias MAPA,ATIVA,GESTÃO DE ATIVOS,SOCIEDADE DE ECONOMIA MISTA,Não Dependente,105700670.12,-41288743.78,SIM,SIM,NÃO," R$ 471,363.64 ",Não,561,0.00,41288743.78,0.00,0.00,0.00,62133305.04,75884853.01,62133305.04,https://mapa.ma.gov.br/programas-ou-campanhas/carta-anual,não,Maranhão,Nordeste,FALSE,FALSE,-62133305.04
2023,MA,Empresa Maranhense de Administração Portuária EMAP,ATIVA,PORTOS E HIDROVIAS,EMPRESA PÚBLICA,Não Dependente,749186821.19,111350535.24,SIM,SIM,SIM," R$ 52,412,541.39 ",Sim,315,98009691.31,58643227.18,0.00,0.00,0.00,0.00,0.00,370668392.00,https://www.portodoitaqui.com/emap/carta-anual,não,Maranhão,Nordeste,TRUE,FALSE,0.00
2023,MA,Companhia de Saneamento Ambiental do Maranhão CAEMA,ATIVA,SANEAMENTO,EMPRESA PÚBLICA,Dependente,137611400.09,-116420051.08,SIM,SIM,SIM," R$ 45,540.82 ",Não,1895,39838171.29,272196617.30,0.00,0.00,0.00,1499114603.04,114852341.00,2249482402.00,https://www.caema.ma.gov.br/index.php/a-caema/governanca/carta-anual,não,Maranhão,Nordeste,TRUE,FALSE,-1499114603.04
2023,MA,Companhia Maranhense de Gás GASMAR,ATIVA,ENERGIA,SOCIEDADE DE ECONOMIA MISTA,Não Dependente,11192913.68,6755654.70,SIM,SIM,NÃO," R$ 20,119.16 ",Sim,48,0.00,13847676.34,8814045.25,0.00,0.00,0.00,0.00,0.00,https://www.gasmar.com.br/carta-anual-de-governanca,não,Maranhão,Nordeste,FALSE,FALSE,8814045.25
2023,MA,Empresa Maranhense de Serviços Hospitalares EMSERH,ATIVA,SAÚDE,EMPRESA PÚBLICA,Não Dependente,609498661.52,191634468.76,SIM,SIM,SIM," R$ 213,542.04 ",Não,18171,0.00,785665810.90,0.00,1719806971.00,1615548449.00,0.00,0.00,1000000.00,http://www.emserh.ma.gov.br/wp-content/uploads/2023/05/df6726f2017e78ce779cdf5271d49645.pdf,sim,Maranhão,Nordeste,TRUE,FALSE,-1719806971.03
2023,GO,Agência Goiana de Gás Canalizado SA,ATIVA,GÁS E DERIVADOS,SOCIEDADE DE ECONOMIA MISTA,Não Dependente,1205759.77,-538622.99,SIM,SIM,NÃO," R$ 167,672.69 ",Não,3,10010.00,488632.40,0.00,0.00,0.00,198779.11,0.00,1256301.00,http://www.goiasgas.com.br/acesso-a-informacao,não,Goiás,Centro-oeste,FALSE,FALSE,-198779.11
2023,GO,Agência Goiana de Habitação SA,ATIVA,HABITAÇÃO E URBANIZAÇÃO,SOCIEDADE DE ECONOMIA MISTA,Dependente,130903031.30,111361215.59,SIM,SIM,NÃO," R$ 477,350.64 ",Não,236,2551341.18,40635089.09,0.00,54322312.04,36703140.13,0.00,0.00,187163773.87,https://www.agehab.go.gov.br/acesso-a-informacao/2-institucional/2969-carta-anual-de-governan%C3%A7a-corporativa.html,não,Goiás,Centro-oeste,FALSE,FALSE,-54322312.04
2023,GO,Companhia Celg de Participações,ATIVA,ENERGIA,SOCIEDADE DE ECONOMIA MISTA,Não Dependente,617558414.52,786087016.52,SIM,SIM,SIM," R$ 710,837.75 ",Não,132,43108433.15,24307900.42,1729121694.00,0.00,0.00,0.00,0.00,522568747.07,https://celgpar.com/Uploads/Editor/file/LeiTransparencia/Governan%C3%A7a/20221123%20CartaAnual%20Governanca%20Celgpar%202021-2022_VF.pdf,não,Goiás,Centro-oeste,TRUE,FALSE,1729121693.67
2023,GO,Indústria Química do Estado de Goiás,ATIVA,SAÚDE,SOCIEDADE DE ECONOMIA MISTA,Dependente,-27000048.33,-17323206.56,SIM,SIM,SIM," R$ 341,159.38 ",Não,67,0.00,9012869.86,0.00,14493490.05,10872630.22,0.00,0.00,223483746.68,https://www.iquego.go.gov.br/acesso-a-informacao.html,não,Goiás,Centro-oeste,TRUE,FALSE,-14493490.05
2023,GO,Agência de Fomento de Goiás SA,ATIVA,FINANCEIRO,SOCIEDADE DE ECONOMIA MISTA,Não Dependente,195184996.29,3367915.80,SIM,SIM,NÃO," R$ 424,470.81 ",Sim,137,0.00,31041030.92,0.00,0.00,0.00,0.00,4000000.00,186394379.58,https://www.goiasfomento.com/acesso-a-informacao/carta-anual-de-governanca-corporativa/,não,Goiás,Centro-oeste,FALSE,FALSE,0.00
2023,GO,Caixa Econômica do Estado de Goiás,EM LIQUIDAÇÃO,FINANCEIRO,EMPRESA PÚBLICA,Não Dependente,-425197217.70,0.00,NÃO,NÃO,NÃO, R$ -   ,Não,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.24,-,não,Goiás,Centro-oeste,FALSE,FALSE,0.00
2023,GO,Goiás Telecomunicções SA,ATIVA,INFORMÁTICA E TECNOLOGIA DA INFORMAÇÃO,SOCIEDADE DE ECONOMIA MISTA,Dependente,235527.51,497814.95,SIM,SIM,NÃO," R$ 294,262.14 ",Não,27,49160.00,2497881.86,0.00,3564133.34,1459074.45,0.00,0.00,8999950.00,https://goiastelecom.go.gov.br,não,Goiás,Centro-oeste,FALSE,FALSE,-3564133.34
2023,GO,Metrobus Transporte Coletivo SA,ATIVA,TRANSPORTE,SOCIEDADE DE ECONOMIA MISTA,Dependente,2966876.69,2764369.91,SIM,SIM,NÃO," R$ 294,327.91 ",Não,446,0.00,44553218.65,0.00,38064605.32,39772822.54,0.00,0.00,221702474.55,https://www.metrobus.go.gov.br/files/1-cartaanualdegovernancacorporativa-2022-v1.pdf,não,Goiás,Centro-oeste,FALSE,FALSE,-38064605.32
2023,GO,Centrais de Abastecimento de Goiás SA,ATIVA,ABASTECIMENTO DE ALIMENTOS E OUTROS INSUMOS,SOCIEDADE DE ECONOMIA MISTA,Não Dependente,19211653.44,-342476.13,SIM,SIM,NÃO," R$ 365,211.01 ",Não,88,1558505.37,13280678.24,0.00,0.00,0.00,4000000.00,0.00,23435689.84,https://www.ceasa.go.gov.br/files/Acesso_a_Informacao/Governanca/Carta_de_governanca_corporativa_2021.pdf,não,Goiás,Centro-oeste,FALSE,FALSE,-4000000.00
2023,GO,Companhia de Armazéns e Silos do Estado de Goiás SA,EM LIQUIDAÇÃO,ABASTECIMENTO DE ALIMENTOS E OUTROS INSUMOS,SOCIEDADE DE ECONOMIA MISTA,Não Dependente,37620634.39,-430107.22,NÃO,SIM,NÃO," R$ 2,000.00 ",Não,0,0.00,7800.00,0.00,6000.00,43200.00,0.00,0.00,82346820.00,http://www.administracao.go.gov.br,sim,Goiás,Centro-oeste,FALSE,FALSE,-6000.00
2023,GO,Companhia de Desenvolvimento Econômico de Goiás,ATIVA,DESENVOLVIMENTO REGIONAL,SOCIEDADE DE ECONOMIA MISTA,Não Dependente,340531975.86,2785634.04,SIM,SIM,SIM," R$ 242,923.33 ",Não,375,0.00,39905394.25,0.00,0.00,0.00,0.00,0.00,420447038.10,https://www.codego.com.br/acesso-a-informacao/carta-anual-de-politicas-publicas-e-governanca-corporativa/,não,Goiás,Centro-oeste,TRUE,FALSE,0.00
2023,GO,Empresa Estadual de Processamento de Dados de Goiás,EM LIQUIDAÇÃO,INFORMÁTICA E TECNOLOGIA DA INFORMAÇÃO,EMPRESA PÚBLICA,Não Dependente,-261613209.31,-55023410.29,NÃO,SIM,NÃO," R$ 246,160.07 ",Não,23,0.00,3125191.27,0.00,3095445.01,9535223.23,18000000.00,11897502.17,41238721.38,http://www.administracao.go.gov.br,sim,Goiás,Centro-oeste,FALSE,FALSE,-21095445.01
2023,GO,Metais de Goiás SA,EM LIQUIDAÇÃO,MINERAÇÃO,SOCIEDADE DE ECONOMIA MISTA,Não Dependente,22083027.56,4271505.35,NÃO,SIM,NÃO," R$ 10,000.00 ",Não,0,-9012869.86,36430.00,0.00,1636000.00,43200.00,0.00,0.00,54698546.73,http://www.administracao.go.gov.br,sim,Goiás,Centro-oeste,FALSE,FALSE,-1636000.00
2023,GO,Saneamento de Goiás SA,ATIVA,SANEAMENTO,SOCIEDADE DE ECONOMIA MISTA,Não Dependente,3677182974.72,401637273.33,SIM,SIM,SIM," R$ 932,885.52 ",Sim,6830,488306596.60,1354737224.00,56011973.22,0.00,0.00,0.00,0.00,2515546.37,https://api.mziq.com/mzfilemanager/v2/d/19af8c99-e3b9-42ac-8d8b-215e647f1655/d75c7e80-6a03-f144-dcb3-a14c138bc83b?origin=1,não,Goiás,Centro-oeste,TRUE,FALSE,56011973.22
2023,GO,Companhia de Investimento e Parcerias do Estado de Goiás,ATIVA,GESTÃO DE ATIVOS,SOCIEDADE DE ECONOMIA MISTA,Não Dependente,227645399.79,1749781.06,SIM,SIM,SIM," R$ 342,303.00 ",Não,54,0.00,8050288.33,0.00,0.00,0.00,0.00,0.00,347607531.65,https://www.goiasparcerias.go.gov.br/files/Governanca/2022/CartaAnualdeGovernancaCorporativaAno2022.pdf,não,Goiás,Centro-oeste,TRUE,FALSE,0.00
2023,GO,Lago Azul Transmissão SA,ATIVA,ENERGIA,SOCIEDADE DE ECONOMIA MISTA,Não Dependente,48614000.00,7266000.00,SIM,SIM,NÃO," R$ 63,850.80 ",Não,15,0.00,969000.00,0.00,0.00,0.00,0.00,0.00,0.00,https://laztrans.com.br/AcessoItem.aspx?39,não,Goiás,Centro-oeste,FALSE,FALSE,0.00
2023,ES,CEASA Centrais de Abastecimento do Espírito Santo SA,ATIVA,ABASTECIMENTO DE ALIMENTOS E OUTROS INSUMOS,SOCIEDADE DE ECONOMIA MISTA,Dependente,11037919.90,0.00,SIM,SIM,NÃO," R$ 405,461.54 ",Não,48,117117.72,4059461.54,0.00,0.00,0.00,0.00,0.00,3159556.67,https://ceasa.es.gov.br/governanca-corporativa,não,Espiríto Santo,Sudeste,FALSE,FALSE,0.00
2023,ES,COHAB Companhia de Habitação e Urbanização do Estado do Espírito Santo em liquidação,EM LIQUIDAÇÃO,HABITAÇÃO E URBANIZAÇÃO,SOCIEDADE DE ECONOMIA MISTA,Não Dependente,14971000.00,62600.00,NÃO,SIM,NÃO," R$ 82,207.00 ",Não,20,0.00,1398638.74,0.00,0.00,1568000.00,0.00,0.00,4525000.00,https://seger.es.gov.br/autarquias,não,Espiríto Santo,Sudeste,FALSE,FALSE,0.00
2023,ES,Banestes Banco do Estado do Espírito Santo,ATIVA,FINANCEIRO,SOCIEDADE DE ECONOMIA MISTA,Não Dependente,2035292022.29,330042911.57,SIM,SIM,SIM," R$ 639,676.03 ",Sim,2071,86307385.78,415457224.60,170235176.20,0.00,0.00,0.00,0.00,1477920000.00,https://www.banestes.com.br/ri/ri_governanca.html,não,Espiríto Santo,Sudeste,TRUE,FALSE,170235176.22
2023,ES,BANDES Banco de Desenvolvimento do Espírito Santo,ATIVA,FINANCEIRO,SOCIEDADE DE ECONOMIA MISTA,Não Dependente,383859000.00,70002000.00,SIM,SIM,SIM," R$ 214,064.28 ",Sim,161,2120057.57,41952437.00,0.00,0.00,0.00,0.00,0.00,439371000.00,https://www.bandes.com.br/Site/Dinamico/Show/69/Governanca-Corporativa,não,Espiríto Santo,Sudeste,TRUE,FALSE,0.00
2023,ES,Cesan  Companhia Espirito Santense de Saneamento,ATIVA,SANEAMENTO,SOCIEDADE DE ECONOMIA MISTA,Não Dependente,3505093000.00,192693000.00,SIM,SIM,SIM," R$ 202,978,000.00 ",Sim,1243,651800000.00,254207000.00,0.00,0.00,0.00,82234466.74,87816901.00,3057006000.00,https://www.cesan.com.br,não,Espiríto Santo,Sudeste,TRUE,FALSE,-82234466.74
2023,ES,Ceturb  Companhia Estadual de Transportes Coletivos de Passageiros do Espirito Santo,ATIVA,TRANSPORTE,EMPRESA PÚBLICA,Dependente,11401038.03,5688091.68,SIM,SIM,NÃO," R$ 234,500.77 ",Não,205,59529.85,40925997.73,0.00,0.00,0.00,0.00,689746.67,93473015.36,https://ceturb.es.gov.br/missao-visao-e-valores,não,Espiríto Santo,Sudeste,FALSE,FALSE,0.00
2023,ES,ES GÁS  Companhia de Gás do Espirito Santo,ATIVA,GÁS E DERIVADOS,SOCIEDADE DE ECONOMIA MISTA,Não Dependente,745584944.93,147041235.95,SIM,SIM,SIM," R$ 325,991.24 ",Sim,20,44741071.03,8539579.65,34829179.19,0.00,0.00,0.00,0.00,254332619.00,https://esgas.com.br,não,Espiríto Santo,Sudeste,TRUE,FALSE,34829179.19
2023,DF,BIOTIC - Parque Tecnológico de Brasília,ATIVA,OUTROS,EMPRESA PÚBLICA,Não Dependente,1005885738.00,610989.00,SIM,SIM,NÃO," R$ 236,593.35 ",Não,34,795270.00,3888155.46,0.00,0.00,0.00,22952228.00,1007664489.00,995804700.00,https://www.terracap.df.gov.br/index.php/component/attached/?task=download&id=12448,não,Distrito Federal,Centro-oeste,FALSE,FALSE,-22952228.00
